timestamp(ms),IMU.AccZ,XKF1.PD,XKF1.VD
872614.562,-9.872919082641602,0.2239319086074829,0.023057684302330017
872714.562,-9.8721342086792,0.23155541718006134,0.02352973073720932
872814.562,-9.867866516113281,0.2410556524991989,0.024390071630477905
872914.562,-9.872757911682129,0.25053897500038147,0.025319689884781837
873014.562,-9.856069564819336,0.25698065757751465,0.026230446994304657
873114.562,-9.87173843383789,0.26113995909690857,0.02596399001777172
873214.562,-9.860464096069336,0.26474303007125854,0.026211295276880264
873314.562,-9.87656021118164,0.26486003398895264,0.024654444307088852
873414.562,-9.870925903320312,0.26353153586387634,0.024098597466945648
873514.562,-9.874773025512695,0.26484620571136475,0.023467371240258217
873614.562,-9.863969802856445,0.2682570815086365,0.023704906925559044
873714.562,-9.865736961364746,0.273120254278183,0.0240150336176157
873814.562,-9.871726989746094,0.2799559235572815,0.024153532460331917
873914.562,-9.88591480255127,0.28411316871643066,0.023513315245509148
874014.562,-9.875536918640137,0.2879980504512787,0.022977013140916824
874114.562,-9.88967514038086,0.29118889570236206,0.021734511479735374
874214.562,-9.868119239807129,0.2940356135368347,0.021667860448360443
874314.562,-9.86619758605957,0.3004818260669708,0.022447608411312103
874414.562,-9.874374389648438,0.3060135245323181,0.022238709032535553
874514.562,-9.862519264221191,0.3143537938594818,0.022420724853873253
874614.562,-9.870849609375,0.32265976071357727,0.0233801007270813
874714.562,-9.877280235290527,0.33045050501823425,0.02369222417473793
874814.562,-9.870065689086914,0.33662110567092896,0.023826656863093376
874914.562,-9.86622428894043,0.3458562195301056,0.024499310180544853
875014.562,-9.86793327331543,0.35218220949172974,0.02539309486746788
875114.562,-9.857704162597656,0.35918325185775757,0.026181193068623543
875214.562,-9.877910614013672,0.2233794629573822,0.026701178401708603
875314.562,-9.870844841003418,0.16421033442020416,0.026734869927167892
875414.562,-9.867040634155273,0.10436071455478668,0.026554236188530922
875514.562,-9.877423286437988,0.07590527087450027,0.025750184431672096
875614.562,-9.87242603302002,0.05062279477715492,0.024611467495560646
875714.562,-9.86526107788086,0.03127216175198555,0.023715775460004807
875814.562,-9.877437591552734,0.02291848696768284,0.023203596472740173
875914.562,-9.87576675415039,0.017986822873353958,0.022988811135292053
876014.562,-9.873311996459961,0.016586849465966225,0.02301379106938839
876114.562,-9.871800422668457,0.014406929723918438,0.021992890164256096
876214.562,-9.8761625289917,0.01087880041450262,0.021348051726818085
876314.562,-9.876913070678711,0.007746128831058741,0.01979462243616581
876414.562,-9.875226020812988,0.0046798004768788815,0.018649831414222717
876514.562,-9.86864948272705,0.0027767575811594725,0.017857074737548828
876614.562,-9.884678840637207,0.0024094691034406424,0.016659116372466087
876714.562,-9.867854118347168,-0.0008657453581690788,0.015754565596580505
876814.562,-9.872411727905273,-0.00393323041498661,0.015169273130595684
876914.562,-9.870901107788086,-0.005080424249172211,0.014520294964313507
877014.562,-9.875280380249023,-0.006801226641982794,0.014083713293075562
877114.562,-9.875529289245605,-0.008374134078621864,0.01332057174295187
877214.562,-9.865275382995605,-0.011663335375487804,0.0126973120495677
877314.562,-9.869820594787598,-0.013633420690894127,0.011638178490102291
877414.562,-9.865316390991211,-0.01570943556725979,0.011075801216065884
877514.562,-9.865852355957031,-0.018255500122904778,0.010163306258618832
877614.562,-9.876137733459473,-0.019569532945752144,0.009494020603597164
877714.562,-9.857490539550781,-0.02155216969549656,0.008520898409187794
877814.562,-9.870197296142578,-0.0228433758020401,0.007486650254577398
877914.562,-9.872891426086426,-0.023996934294700623,0.007029579486697912
878014.562,-9.869207382202148,-0.02566004917025566,0.006098510697484016
878114.562,-9.875958442687988,-0.027897294610738754,0.0054006511345505714
878214.562,-9.861532211303711,-0.02929828129708767,0.005568955559283495
878314.562,-9.8622465133667,-0.031945258378982544,0.004832315258681774
878414.562,-9.861183166503906,-0.03340373560786247,0.004756261128932238
878514.562,-9.86716365814209,-0.03572814166545868,0.004315067548304796
878614.562,-9.868610382080078,-0.037761542946100235,0.004003957845270634
878714.562,-9.869832992553711,-0.03962598368525505,0.0036626646760851145
878814.562,-9.874526023864746,-0.04151127114892006,0.0036956043913960457
878914.562,-9.866865158081055,-0.044187843799591064,0.003619721159338951
879014.562,-9.873340606689453,-0.046926017850637436,0.0032959464006125927
879114.562,-9.87447452545166,-0.050210367888212204,0.002310511190444231
879214.562,-9.867727279663086,-0.05231643468141556,0.0016732033109292388
879314.562,-9.884638786315918,-0.055779241025447845,0.0002818165230564773
879414.562,-9.872714042663574,-0.05842142179608345,-0.0005833973409608006
879514.562,-9.86862564086914,-0.06562865525484085,-0.0022691539488732815
879614.562,-9.873682022094727,-0.06964880973100662,-0.003081684000790119
879714.562,-9.872167587280273,-0.07219262421131134,-0.0036891696508973837
879814.562,-9.88598918914795,-0.0721941813826561,-0.003689934965223074
879914.562,-9.878813743591309,-0.0699329823255539,-0.003634043736383319
880014.562,-9.861799240112305,-0.06877481937408447,-0.0034325425513088703
880114.562,-9.868049621582031,-0.06974227726459503,-0.0037214539479464293
880214.562,-9.875263214111328,-0.06965244561433792,-0.0045493911020457745
880314.562,-9.868582725524902,-0.07022997736930847,-0.005140918772667646
880414.562,-9.862028121948242,-0.07159288972616196,-0.005080623086541891
880514.562,-9.874439239501953,-0.07216670364141464,-0.005678208079189062
880614.562,-9.871773719787598,-0.07244837284088135,-0.005625952035188675
880714.562,-9.874394416809082,-0.071904756128788,-0.005584530532360077
880814.562,-9.873114585876465,-0.07079735398292542,-0.005782108288258314
880914.562,-9.868499755859375,-0.07191871106624603,-0.005891753826290369
881014.562,-9.88847541809082,-0.07483042776584625,-0.007458359003067017
881114.562,-9.863861083984375,-0.07674464583396912,-0.007557427976280451
881214.562,-9.873126029968262,-0.07777895033359528,-0.007657852955162525
881314.562,-9.876029968261719,-0.07852102816104889,-0.008165352046489716
881414.562,-9.868941307067871,-0.08057872951030731,-0.008847716264426708
881514.562,-9.874568939208984,-0.08467216044664383,-0.009902581572532654
881614.562,-9.8743896484375,-0.08651993423700333,-0.010369041934609413
881714.562,-9.870739936828613,-0.08730417490005493,-0.010627814568579197
881814.562,-9.866430282592773,-0.08704639971256256,-0.010811048559844494
881914.562,-9.890637397766113,-0.08504929393529892,-0.011672770604491234
882014.562,-9.88071346282959,-0.08464816212654114,-0.011791806668043137
882114.562,-9.863286972045898,-0.08381370455026627,-0.011603605933487415
882214.562,-9.859280586242676,-0.0830516666173935,-0.01172998733818531
882314.562,-9.873117446899414,-0.08403809368610382,-0.012927349656820297
882414.562,-9.881402969360352,-0.08551987260580063,-0.013626248575747013
882514.562,-9.87827205657959,-0.08884324133396149,-0.014621619135141373
882614.562,-9.875068664550781,-0.09202093631029129,-0.015340497717261314
882714.562,-9.866108894348145,-0.0956559106707573,-0.01632745750248432
882814.562,-9.8781156539917,-0.1005149558186531,-0.017757505178451538
882914.562,-9.884374618530273,-0.10439229011535645,-0.018645092844963074
883014.562,-9.875184059143066,-0.10702693462371826,-0.0188898965716362
883114.562,-9.868660926818848,-0.10928378999233246,-0.019375087693333626
883214.562,-9.864105224609375,-0.11224365234375,-0.01961844600737095
883314.562,-9.867572784423828,-0.11591771245002747,-0.02001398615539074
883414.562,-9.861242294311523,-0.11852515488862991,-0.01964419148862362
883514.562,-9.868916511535645,-0.1204667016863823,-0.01987217180430889
883614.562,-9.879980087280273,-0.12305079400539398,-0.020261064171791077
883714.562,-9.870658874511719,-0.12448592483997345,-0.020452145487070084
883814.562,-9.865458488464355,-0.12627661228179932,-0.020571107044816017
883914.562,-9.87356185913086,-0.12967698276042938,-0.02133486419916153
884014.562,-9.881627082824707,-0.13247297704219818,-0.022310851141810417
884114.562,-9.870185852050781,-0.13444264233112335,-0.02253805659711361
884214.562,-9.872962951660156,-0.13489662110805511,-0.022272847592830658
884314.562,-9.879262924194336,-0.13588140904903412,-0.02200073003768921
884414.562,-9.869904518127441,-0.13701516389846802,-0.021872922778129578
884514.562,-9.866671562194824,-0.1349693387746811,-0.02060074917972088
884614.562,-9.867454528808594,-0.13451065123081207,-0.020028524100780487
884714.562,-9.85995101928711,-0.13508275151252747,-0.019741684198379517
884814.562,-9.87353229522705,-0.13537296652793884,-0.019590985029935837
884914.562,-9.874942779541016,-0.13676691055297852,-0.01941930130124092
885014.562,-9.86716079711914,-0.13945668935775757,-0.019312838092446327
885114.562,-9.878286361694336,-0.14116598665714264,-0.019421955570578575
885214.562,-9.877862930297852,-0.1428726315498352,-0.01977687142789364
885314.562,-9.871016502380371,-0.1458936333656311,-0.019718842580914497
885414.562,-9.881463050842285,-0.14881977438926697,-0.021069040521979332
885514.562,-9.872488021850586,-0.15066467225551605,-0.02151494473218918
885614.562,-9.87096118927002,-0.15113665163516998,-0.022152775898575783
885714.562,-9.865591049194336,-0.15183822810649872,-0.02219405584037304
885814.562,-9.87398624420166,-0.15338855981826782,-0.02257067896425724
885914.562,-9.884367942810059,-0.15576285123825073,-0.02307930402457714
886014.562,-9.875591278076172,-0.15608897805213928,-0.02302417904138565
886114.562,-9.871058464050293,-0.15756107866764069,-0.0236224215477705
886214.562,-9.870949745178223,-0.16027812659740448,-0.024412741884589195
886314.562,-9.87425422668457,-0.16433000564575195,-0.02473403885960579
886414.562,-9.873034477233887,-0.16612721979618073,-0.024644726887345314
886514.562,-9.870786666870117,-0.16559255123138428,-0.023747649043798447
886614.562,-9.865829467773438,-0.16533605754375458,-0.023636816069483757
886714.562,-9.864300727844238,-0.16665330529212952,-0.023868003860116005
886814.562,-9.87836742401123,-0.16654913127422333,-0.024350829422473907
886914.562,-9.877640724182129,-0.16618293523788452,-0.024654880166053772
887014.562,-9.865093231201172,-0.16645924746990204,-0.024669107049703598
887114.562,-9.866401672363281,-0.1656579077243805,-0.024902623146772385
887214.562,-9.870315551757812,-0.16422982513904572,-0.024363107979297638
887314.562,-9.867721557617188,-0.16270622611045837,-0.02407977543771267
887414.562,-9.875232696533203,-0.16165761649608612,-0.024358969181776047
887514.562,-9.874116897583008,-0.16076497733592987,-0.023996250703930855
887614.562,-9.8884916305542,-0.1612064391374588,-0.024088827893137932
887714.562,-9.872581481933594,-0.162089541554451,-0.024316564202308655
887814.562,-9.881572723388672,-0.16369515657424927,-0.024675995111465454
887914.562,-9.864099502563477,-0.16771923005580902,-0.024837279692292213
888014.562,-9.870233535766602,-0.17284515500068665,-0.025911562144756317
888114.562,-9.873355865478516,-0.17656029760837555,-0.026644187048077583
888214.562,-9.884878158569336,-0.17859503626823425,-0.02717781253159046
888314.562,-9.874197006225586,-0.18003462255001068,-0.027517378330230713
888414.562,-9.87598991394043,-0.1819351613521576,-0.027812203392386436
888514.562,-9.891281127929688,-0.18484757840633392,-0.028097128495573997
888614.562,-9.879753112792969,-0.1861383616924286,-0.027777710929512978
888714.562,-9.866981506347656,-0.18336839973926544,-0.0264215599745512
888814.562,-9.867592811584473,-0.18035966157913208,-0.025690369307994843
888914.562,-9.877481460571289,-0.1761765331029892,-0.02509988099336624
889014.562,-9.864147186279297,-0.17197130620479584,-0.024012528359889984
889114.562,-9.876838684082031,-0.1687801033258438,-0.02365800179541111
889214.562,-9.879836082458496,-0.1676708459854126,-0.023723216727375984
889314.562,-9.881683349609375,-0.16725505888462067,-0.023593908175826073
889414.562,-9.870126724243164,-0.16811637580394745,-0.02398943156003952
889514.562,-9.86691665649414,-0.16972026228904724,-0.0240970216691494
889614.562,-9.876946449279785,-0.17172187566757202,-0.024242490530014038
889714.562,-9.872886657714844,-0.1754029542207718,-0.024640265852212906
889814.562,-9.872844696044922,-0.17806680500507355,-0.024877052754163742
889914.562,-9.874947547912598,-0.18175844848155975,-0.025141803547739983
890014.562,-9.873074531555176,-0.185281440615654,-0.024929601699113846
890114.562,-9.872206687927246,-0.18682771921157837,-0.024704810231924057
890214.562,-9.87576961517334,-0.18660666048526764,-0.024699611589312553
890314.562,-9.864622116088867,-0.18561914563179016,-0.02349347248673439
890414.562,-9.876941680908203,-0.18583008646965027,-0.023544294759631157
890514.562,-9.877118110656738,-0.1858004778623581,-0.02281155064702034
890614.562,-9.874573707580566,-0.18656662106513977,-0.022589001804590225
890714.562,-9.86630630493164,-0.18745768070220947,-0.021851995959877968
890814.562,-9.876242637634277,-0.18898792564868927,-0.02194364182651043
890914.562,-9.867691040039062,-0.19093972444534302,-0.021956266835331917
891014.562,-9.877167701721191,-0.192173033952713,-0.02166478894650936
891114.562,-9.87721061706543,-0.19324913620948792,-0.021348191425204277
891214.562,-9.867816925048828,-0.19217859208583832,-0.020645713433623314
891314.562,-9.87342643737793,-0.19171471893787384,-0.020589539781212807
891414.562,-9.87484359741211,-0.19195273518562317,-0.020243721082806587
891514.562,-9.877608299255371,-0.1911342293024063,-0.020134542137384415
891614.562,-9.869568824768066,-0.19122536480426788,-0.020209217444062233
891714.562,-9.87239933013916,-0.19457750022411346,-0.020569203421473503
891814.562,-9.872095108032227,-0.1953728348016739,-0.020902544260025024
891914.562,-9.867916107177734,-0.19446343183517456,-0.020208489149808884
892014.562,-9.870367050170898,-0.19372384250164032,-0.019601210951805115
892114.562,-9.873571395874023,-0.1931769698858261,-0.019231408834457397
892214.562,-9.8751220703125,-0.19222179055213928,-0.018706228584051132
892314.562,-9.872286796569824,-0.19099761545658112,-0.018172230571508408
892414.562,-9.860407829284668,-0.19257979094982147,-0.01770421490073204
892514.562,-9.875518798828125,-0.192839577794075,-0.01774647831916809
892614.562,-9.868038177490234,-0.19182364642620087,-0.017294542863965034
892714.562,-9.86075210571289,-0.1893322914838791,-0.016144754365086555
892814.562,-9.866121292114258,-0.18699321150779724,-0.015480047091841698
892914.562,-9.872966766357422,-0.18588586151599884,-0.015121259726583958
893014.562,-9.864705085754395,-0.18444961309432983,-0.014852654188871384
893114.562,-9.876067161560059,-0.1836327761411667,-0.014949440024793148
893214.562,-9.87125015258789,-0.1836932897567749,-0.014490673318505287
893314.562,-9.87271499633789,-0.18355751037597656,-0.014945417642593384
893414.562,-9.87460708618164,-0.18389204144477844,-0.015421399846673012
893514.562,-9.88537883758545,-0.18492813408374786,-0.016080737113952637
893614.562,-9.861563682556152,-0.18536177277565002,-0.01604350656270981
893714.562,-9.871963500976562,-0.18691053986549377,-0.01623413898050785
893814.562,-9.861376762390137,-0.18952792882919312,-0.016048293560743332
893914.562,-9.871015548706055,-0.19461590051651,-0.016015397384762764
894014.562,-9.875691413879395,-0.19847550988197327,-0.01665373519062996
894114.562,-9.867066383361816,-0.2009458839893341,-0.0170383770018816
894214.562,-9.874232292175293,-0.20337218046188354,-0.01677236333489418
894314.562,-9.875859260559082,-0.2027725875377655,-0.016404615715146065
894414.562,-9.869682312011719,-0.2002621442079544,-0.015827536582946777
894514.562,-9.861207962036133,-0.19705705344676971,-0.014193952083587646
894614.562,-9.874672889709473,-0.19252590835094452,-0.0129763288423419
894714.562,-9.873017311096191,-0.18695372343063354,-0.012247110716998577
894814.562,-9.865574836730957,-0.18274778127670288,-0.011269457638263702
894914.562,-9.872618675231934,-0.18005560338497162,-0.010351506061851978
895014.562,-9.877159118652344,-0.17856115102767944,-0.009324016980826855
895114.562,-9.86042308807373,-0.17648224532604218,-0.008485372178256512
895214.562,-9.876657485961914,-0.17524917423725128,-0.00860909279435873
895314.562,-9.87631893157959,-0.17188914120197296,-0.00762646971270442
895414.562,-9.870664596557617,-0.17009975016117096,-0.007084426935762167
895514.562,-9.864437103271484,-0.16834239661693573,-0.006144742947071791
895614.562,-9.871163368225098,-0.16648003458976746,-0.005518476478755474
895714.562,-9.891202926635742,-0.1657588630914688,-0.005835509859025478
895814.562,-9.867300033569336,-0.16494490206241608,-0.005427844822406769
895914.562,-9.870664596557617,-0.16363957524299622,-0.00512504018843174
896014.562,-9.8702392578125,-0.16280236840248108,-0.004906826186925173
896114.562,-9.876267433166504,-0.1616096943616867,-0.004807130433619022
896214.562,-9.870038032531738,-0.160495787858963,-0.004697918426245451
896314.562,-9.871848106384277,-0.1586541384458542,-0.0046499622985720634
896414.562,-9.862689971923828,-0.1552763283252716,-0.0033071187790483236
896514.562,-9.85661792755127,-0.15265163779258728,-0.0024212354328483343
896614.562,-9.866934776306152,-0.1511608362197876,-0.0021349682938307524
896714.562,-9.852082252502441,-0.15059612691402435,-0.0018062761519104242
896814.562,-9.855836868286133,-0.14993250370025635,-0.0011674822308123112
896914.562,-9.87352180480957,-0.14882440865039825,-0.0018023133743554354
897014.562,-9.868688583374023,-0.14866693317890167,-0.0019645290449261665
897114.562,-9.871440887451172,-0.14918825030326843,-0.002587493509054184
897214.562,-9.865936279296875,-0.14795805513858795,-0.002626218134537339
897314.562,-9.867149353027344,-0.1466168463230133,-0.0025391452945768833
897414.562,-9.86403751373291,-0.14494143426418304,-0.0018486551707610488
897514.562,-9.870463371276855,-0.14030370116233826,-0.0012688483111560345
897614.562,-9.871735572814941,-0.1377374231815338,-0.0011159622808918357
897714.562,-9.878856658935547,-0.13539241254329681,-0.00131636718288064
897814.562,-9.864863395690918,-0.1342018097639084,-0.001750268740579486
897914.562,-9.868342399597168,-0.13359171152114868,-0.0015333089977502823
898014.562,-9.87459945678711,-0.13337990641593933,-0.0017476885113865137
898114.562,-9.869064331054688,-0.13242222368717194,-0.0015797712840139866
898214.562,-9.8676176071167,-0.1324964165687561,-0.0017410061554983258
898314.562,-9.870834350585938,-0.13285118341445923,-0.002447395818307996
